ID_Vivienda,ID_Persona,Edad_Hijo,Sexo_Hijo,Años_Escolaridad_Hijo,Educacion_Hijo,Edad_Padre,Sexo_Padre,Años_Escolaridad_Padre,Educacion_Padre,Tipo_Movilidad,Ingreso_Hogar,Ingreso_PerCapita,Quintil_Ingreso,Nivel_Socioeconomico,Area,Situacion_Pobreza,Miembros_Hogar
1005908.0,3.0,18.0,Mujer,13.0,Superior,45.0,Mujer,15.0,Superior,Reproducción,1489333.0,372333.25,Q3,NSE medio,Rural,Pobre extremo,4
1005909.0,2.0,22.0,Hombre,15.0,Superior,51.0,Mujer,14.0,Superior,Reproducción,3265215.0,653043.0,Q5 (Más rico),NSE alto,Rural,Pobre extremo,5
1005909.0,3.0,24.0,Hombre,14.0,Superior,51.0,Mujer,14.0,Superior,Reproducción,3265215.0,653043.0,Q5 (Más rico),NSE alto,Rural,Pobre extremo,5
1006805.0,2.0,18.0,Hombre,12.0,Media,44.0,Mujer,16.0,Superior,Movilidad Descendente,1885667.0,942833.5,Q4,NSE alto,Urbano,Pobre extremo,2
1007405.0,4.0,29.0,Mujer,18.0,Superior,55.0,Mujer,12.0,Media,Movilidad Ascendente,860000.0,286666.6666666667,Q1 (Más pobre),NSE bajo,Urbano,Pobre extremo,3
1009101.0,3.0,24.0,Mujer,15.0,Superior,61.0,Hombre,12.0,Media,Movilidad Ascendente,1953973.0,488493.25,Q4,NSE bajo,Urbano,Pobre extremo,4
1009102.0,3.0,23.0,Mujer,14.0,Superior,59.0,Hombre,8.0,Básica o menos,Movilidad Ascendente,737500.0,245833.33333333334,Q1 (Más pobre),NSE bajo,Urbano,Pobre extremo,3
1009103.0,2.0,18.0,Mujer,13.0,Superior,42.0,Mujer,17.0,Superior,Reproducción,1546159.0,515386.3333333333,Q3,NSE medio,Urbano,Pobre extremo,3
1009906.0,2.0,18.0,Mujer,12.0,Media,35.0,Mujer,12.0,Media,Reproducción,724000.0,241333.33333333334,Q1 (Más pobre),NSE bajo,Urbano,Pobre extremo,3
1011201.0,2.0,25.0,Mujer,13.0,Superior,45.0,Hombre,17.0,Superior,Reproducción,2883649.0,961216.3333333334,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,3
1011205.0,4.0,20.0,Hombre,14.0,Superior,50.0,Hombre,17.0,Superior,Reproducción,1073419.0,268354.75,Q2,NSE medio,Urbano,Pobre extremo,4
1014202.0,3.0,19.0,Mujer,12.0,Media,56.0,Hombre,7.0,Básica o menos,Movilidad Ascendente,1416667.0,472222.3333333333,Q3,NSE medio,Urbano,Pobre extremo,3
1016401.0,3.0,26.0,Mujer,17.0,Superior,61.0,Hombre,17.0,Superior,Reproducción,9369467.0,3123155.6666666665,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,3
1017001.0,1.0,26.0,Mujer,17.0,Superior,55.0,Mujer,15.0,Superior,Reproducción,2182500.0,1091250.0,Q4,NSE alto,Urbano,Pobre extremo,2
1017402.0,3.0,26.0,Hombre,19.0,Superior,53.0,Hombre,19.0,Superior,Reproducción,5460000.0,910000.0,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,6
1017402.0,4.0,24.0,Hombre,17.0,Superior,53.0,Hombre,19.0,Superior,Reproducción,5460000.0,910000.0,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,6
1017402.0,5.0,20.0,Hombre,14.0,Superior,53.0,Hombre,19.0,Superior,Reproducción,5460000.0,910000.0,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,6
1017404.0,3.0,25.0,Mujer,19.0,Superior,62.0,Hombre,19.0,Superior,Reproducción,8733333.0,1746666.6,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,5
1017404.0,4.0,24.0,Mujer,17.0,Superior,62.0,Hombre,19.0,Superior,Reproducción,8733333.0,1746666.6,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,5
1017404.0,5.0,20.0,Mujer,14.0,Superior,62.0,Hombre,19.0,Superior,Reproducción,8733333.0,1746666.6,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,5
1021306.0,2.0,33.0,Hombre,21.0,Superior,55.0,Mujer,13.0,Media,Movilidad Ascendente,3318604.0,829651.0,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,4
1021306.0,3.0,27.0,Mujer,18.0,Superior,55.0,Mujer,13.0,Media,Movilidad Ascendente,3318604.0,829651.0,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,4
1021306.0,4.0,23.0,Mujer,16.0,Superior,55.0,Mujer,13.0,Media,Movilidad Ascendente,3318604.0,829651.0,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,4
1022702.0,3.0,20.0,Hombre,14.0,Superior,50.0,Hombre,17.0,Superior,Reproducción,1793333.0,597777.6666666666,Q3,NSE medio,Urbano,Pobre extremo,3
1022705.0,4.0,21.0,Mujer,13.0,Superior,62.0,Mujer,4.0,Básica o menos,Movilidad Ascendente,632755.0,158188.75,Q1 (Más pobre),NSE bajo,Urbano,Pobre extremo,4
1022706.0,3.0,26.0,Hombre,14.0,Superior,61.0,Mujer,8.0,Media,Movilidad Ascendente,1004903.0,251225.75,Q2,NSE medio,Urbano,Pobre extremo,4
1022706.0,4.0,21.0,Mujer,12.0,Media,61.0,Mujer,8.0,Media,Reproducción,1004903.0,251225.75,Q2,NSE medio,Urbano,Pobre extremo,4
1025501.0,2.0,18.0,Hombre,12.0,Media,39.0,Mujer,17.0,Superior,Movilidad Descendente,659551.0,164887.75,Q1 (Más pobre),NSE bajo,Urbano,Pobre extremo,4
1025505.0,2.0,26.0,Mujer,12.0,Media,54.0,Mujer,17.0,Superior,Movilidad Descendente,1942084.0,485521.0,Q4,NSE alto,Urbano,Pobre extremo,4
1025505.0,3.0,21.0,Hombre,15.0,Superior,54.0,Mujer,17.0,Superior,Reproducción,1942084.0,485521.0,Q4,NSE alto,Urbano,Pobre extremo,4
1025505.0,4.0,18.0,Mujer,12.0,Media,54.0,Mujer,17.0,Superior,Movilidad Descendente,1942084.0,485521.0,Q4,NSE alto,Urbano,Pobre extremo,4
1025904.0,2.0,21.0,Mujer,12.0,Media,55.0,Hombre,12.0,Media,Reproducción,1900000.0,950000.0,Q4,NSE bajo,Urbano,Pobre extremo,2
1025908.0,1.0,18.0,Hombre,12.0,Media,40.0,Mujer,14.0,Superior,Movilidad Descendente,1510000.0,377500.0,Q3,NSE medio,Urbano,Pobre extremo,4
1028302.0,2.0,19.0,Hombre,12.0,Media,64.0,Mujer,12.0,Media,Reproducción,3208000.0,1069333.3333333333,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,3
1028303.0,2.0,23.0,Hombre,15.0,Superior,42.0,Hombre,20.0,Superior,Reproducción,7916667.0,1979166.75,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,4
1028308.0,3.0,34.0,Hombre,18.0,Superior,57.0,Mujer,16.0,Superior,Reproducción,3947499.0,986874.75,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,4
1028308.0,4.0,29.0,Mujer,17.0,Superior,57.0,Mujer,16.0,Superior,Reproducción,3947499.0,986874.75,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,4
1030402.0,1.0,35.0,Hombre,12.0,Media,65.0,Mujer,10.0,Media,Reproducción,1832033.0,261719.0,Q4,NSE bajo,Urbano,Pobre extremo,7
1030402.0,5.0,38.0,Mujer,12.0,Media,65.0,Mujer,10.0,Media,Reproducción,1832033.0,261719.0,Q4,NSE bajo,Urbano,Pobre extremo,7
1030405.0,2.0,21.0,Mujer,16.0,Superior,45.0,Mujer,15.0,Superior,Reproducción,986417.0,493208.5,Q2,NSE medio,Urbano,Pobre extremo,2
1034406.0,3.0,21.0,Hombre,15.0,Superior,53.0,Hombre,12.0,Media,Movilidad Ascendente,1233333.0,411111.0,Q2,NSE medio,Urbano,Pobre extremo,3
1035806.0,2.0,28.0,Mujer,16.0,Superior,63.0,Mujer,17.0,Superior,Reproducción,1870008.0,311668.0,Q4,NSE alto,Urbano,Pobre extremo,6
1035806.0,3.0,28.0,Hombre,14.0,Superior,63.0,Mujer,17.0,Superior,Reproducción,1870008.0,311668.0,Q4,NSE alto,Urbano,Pobre extremo,6
1038503.0,3.0,20.0,Hombre,12.0,Media,59.0,Mujer,8.0,Básica o menos,Movilidad Ascendente,695602.0,173900.5,Q1 (Más pobre),NSE bajo,Urbano,Pobre extremo,4
1038504.0,2.0,29.0,Hombre,17.0,Superior,55.0,Mujer,12.0,Media,Movilidad Ascendente,1116667.0,372222.3333333333,Q2,NSE medio,Urbano,Pobre extremo,3
1038504.0,3.0,25.0,Mujer,17.0,Superior,55.0,Mujer,12.0,Media,Movilidad Ascendente,1116667.0,372222.3333333333,Q2,NSE medio,Urbano,Pobre extremo,3
1038505.0,3.0,26.0,Mujer,12.0,Media,50.0,Mujer,12.0,Media,Reproducción,2458773.0,614693.25,Q4,NSE bajo,Urbano,Pobre extremo,4
1038505.0,4.0,20.0,Mujer,13.0,Superior,50.0,Mujer,12.0,Media,Movilidad Ascendente,2458773.0,614693.25,Q4,NSE bajo,Urbano,Pobre extremo,4
1038506.0,3.0,23.0,Hombre,14.0,Superior,52.0,Hombre,13.0,Media,Movilidad Ascendente,2997292.0,749323.0,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,4
1038506.0,4.0,21.0,Hombre,12.0,Media,52.0,Hombre,13.0,Media,Reproducción,2997292.0,749323.0,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,4
1040502.0,5.0,28.0,Mujer,16.0,Superior,54.0,Hombre,13.0,Media,Movilidad Ascendente,408721.0,81744.2,Q1 (Más pobre),NSE bajo,Urbano,No pobre,5
1040503.0,1.0,30.0,Hombre,18.0,Superior,63.0,Mujer,11.0,Media,Movilidad Ascendente,1831666.0,915833.0,Q4,NSE bajo,Urbano,Pobre extremo,2
1041701.0,2.0,29.0,Mujer,17.0,Superior,56.0,Hombre,7.0,Básica o menos,Movilidad Ascendente,1651666.0,412916.5,Q3,NSE medio,Urbano,Pobre extremo,4
1041701.0,3.0,22.0,Hombre,15.0,Superior,56.0,Hombre,7.0,Básica o menos,Movilidad Ascendente,1651666.0,412916.5,Q3,NSE medio,Urbano,Pobre extremo,4
1041708.0,2.0,30.0,Mujer,12.0,Media,55.0,Mujer,11.0,Media,Reproducción,1052333.0,526166.5,Q2,NSE medio,Urbano,Pobre extremo,2
1042801.0,2.0,40.0,Mujer,16.0,Superior,65.0,Mujer,6.0,Básica o menos,Movilidad Ascendente,110000.0,55000.0,Q1 (Más pobre),NSE bajo,Urbano,No pobre,2
1043305.0,4.0,25.0,Mujer,16.0,Superior,47.0,Mujer,16.0,Superior,Reproducción,5033234.0,838872.3333333334,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,6
1043305.0,6.0,20.0,Mujer,12.0,Media,47.0,Mujer,16.0,Superior,Movilidad Descendente,5033234.0,838872.3333333334,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,6
1043505.0,3.0,38.0,Hombre,0.0,Básica o menos,70.0,Mujer,7.0,Media,Movilidad Descendente,2162861.0,720953.6666666666,Q4,NSE bajo,Urbano,Pobre extremo,3
1045601.0,3.0,26.0,Mujer,17.0,Superior,62.0,Hombre,12.0,Media,Movilidad Ascendente,1560000.0,390000.0,Q3,NSE medio,Urbano,Pobre extremo,4
1045603.0,2.0,22.0,Mujer,13.0,Superior,54.0,Mujer,12.0,Media,Movilidad Ascendente,780000.0,390000.0,Q1 (Más pobre),NSE bajo,Urbano,Pobre extremo,2
1047703.0,2.0,26.0,Mujer,15.0,Superior,64.0,Mujer,15.0,Superior,Reproducción,878000.0,439000.0,Q1 (Más pobre),NSE bajo,Urbano,Pobre extremo,2
1047707.0,3.0,25.0,Hombre,14.0,Superior,61.0,Hombre,9.0,Media,Movilidad Ascendente,2127861.0,709287.0,Q4,NSE bajo,Urbano,Pobre extremo,3
1049407.0,3.0,20.0,Mujer,13.0,Superior,44.0,Mujer,11.0,Media,Movilidad Ascendente,761770.0,190442.5,Q1 (Más pobre),NSE bajo,Urbano,Pobre extremo,4
1049408.0,1.0,19.0,Hombre,13.0,Superior,47.0,Hombre,15.0,Superior,Reproducción,2041667.0,510416.75,Q4,NSE alto,Urbano,Pobre extremo,4
1049703.0,3.0,21.0,Hombre,14.0,Superior,56.0,Mujer,17.0,Superior,Reproducción,6711993.0,1677998.25,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,4
1049703.0,4.0,27.0,Hombre,16.0,Superior,56.0,Mujer,17.0,Superior,Reproducción,6711993.0,1677998.25,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,4
1049705.0,1.0,26.0,Hombre,17.0,Superior,56.0,Mujer,13.0,Media,Movilidad Ascendente,1300000.0,325000.0,Q2,NSE medio,Urbano,Pobre extremo,4
1049705.0,4.0,24.0,Mujer,12.0,Media,56.0,Mujer,13.0,Media,Reproducción,1300000.0,325000.0,Q2,NSE medio,Urbano,Pobre extremo,4
1049706.0,1.0,38.0,Mujer,15.0,Superior,69.0,Mujer,15.0,Superior,Reproducción,3650000.0,730000.0,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,5
1050503.0,3.0,39.0,Mujer,13.0,Superior,72.0,Mujer,10.0,Media,Movilidad Ascendente,2819583.0,939861.0,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,3
1050506.0,3.0,27.0,Mujer,17.0,Superior,53.0,Mujer,15.0,Superior,Reproducción,2481611.0,620402.75,Q4,NSE alto,Urbano,Pobre extremo,4
1050508.0,4.0,27.0,Mujer,18.0,Superior,54.0,Mujer,17.0,Superior,Reproducción,4876888.0,975377.6,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,5
1050508.0,5.0,24.0,Hombre,17.0,Superior,54.0,Mujer,17.0,Superior,Reproducción,4876888.0,975377.6,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,5
1050508.0,6.0,21.0,Hombre,16.0,Superior,54.0,Mujer,17.0,Superior,Reproducción,4876888.0,975377.6,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,5
1052403.0,2.0,22.0,Hombre,17.0,Superior,65.0,Hombre,13.0,Superior,Reproducción,3398917.0,849729.25,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,4
1052403.0,3.0,31.0,Mujer,18.0,Superior,65.0,Hombre,13.0,Superior,Reproducción,3398917.0,849729.25,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,4
1052405.0,3.0,22.0,Hombre,17.0,Superior,49.0,Hombre,16.0,Superior,Reproducción,1498333.0,374583.25,Q3,NSE medio,Urbano,Pobre extremo,4
1052408.0,1.0,20.0,Mujer,13.0,Superior,59.0,Mujer,7.0,Básica o menos,Movilidad Ascendente,1046862.0,209372.4,Q2,NSE bajo,Urbano,Pobre extremo,5
1052408.0,1.0,20.0,Mujer,13.0,Superior,39.0,Mujer,16.0,Superior,Reproducción,1046862.0,209372.4,Q2,NSE medio,Urbano,Pobre extremo,5
1059205.0,2.0,32.0,Hombre,12.0,Media,62.0,Mujer,8.0,Básica o menos,Movilidad Ascendente,1942000.0,971000.0,Q4,NSE bajo,Urbano,Pobre extremo,2
1059207.0,4.0,26.0,Hombre,17.0,Superior,51.0,Mujer,14.0,Superior,Reproducción,4751583.0,950316.6,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,5
1059207.0,5.0,30.0,Hombre,17.0,Superior,51.0,Mujer,14.0,Superior,Reproducción,4751583.0,950316.6,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,5
1060203.0,3.0,31.0,Hombre,12.0,Media,71.0,Mujer,12.0,Media,Reproducción,1048639.0,349546.3333333333,Q2,NSE medio,Urbano,Pobre extremo,3
1060206.0,1.0,29.0,Mujer,17.0,Superior,49.0,Mujer,13.0,Media,Movilidad Ascendente,1299334.0,649667.0,Q2,NSE medio,Urbano,Pobre extremo,2
1061602.0,3.0,36.0,Mujer,16.0,Superior,63.0,Hombre,16.0,Superior,Reproducción,4400000.0,880000.0,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,5
1061602.0,4.0,34.0,Mujer,16.0,Superior,63.0,Hombre,16.0,Superior,Reproducción,4400000.0,880000.0,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,5
1061602.0,5.0,27.0,Hombre,17.0,Superior,63.0,Hombre,16.0,Superior,Reproducción,4400000.0,880000.0,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,5
1061901.0,2.0,18.0,Hombre,12.0,Media,69.0,Hombre,21.0,Superior,Movilidad Descendente,1160000.0,386666.6666666667,Q2,NSE medio,Urbano,Pobre extremo,3
1061902.0,3.0,19.0,Hombre,12.0,Media,47.0,Hombre,12.0,Media,Reproducción,950000.0,190000.0,Q2,NSE medio,Urbano,Pobre extremo,5
1061908.0,4.0,26.0,Hombre,18.0,Superior,56.0,Mujer,12.0,Media,Movilidad Ascendente,962500.0,320833.3333333333,Q2,NSE medio,Urbano,Pobre extremo,3
1064702.0,2.0,23.0,Hombre,12.0,Media,49.0,Mujer,11.0,Media,Reproducción,1210000.0,605000.0,Q2,NSE medio,Urbano,Pobre extremo,2
1064706.0,3.0,22.0,Hombre,14.0,Superior,47.0,Hombre,16.0,Superior,Reproducción,758785.0,151757.0,Q1 (Más pobre),NSE bajo,Urbano,Pobre extremo,5
1064706.0,6.0,22.0,Mujer,14.0,Superior,47.0,Hombre,16.0,Superior,Reproducción,758785.0,151757.0,Q1 (Más pobre),NSE bajo,Urbano,Pobre extremo,5
1066401.0,3.0,28.0,Mujer,16.0,Superior,54.0,Mujer,12.0,Media,Movilidad Ascendente,940000.0,235000.0,Q2,NSE medio,Urbano,Pobre extremo,4
1066402.0,2.0,24.0,Hombre,12.0,Media,46.0,Mujer,17.0,Superior,Movilidad Descendente,2039001.0,679667.0,Q4,NSE alto,Urbano,Pobre extremo,3
1066801.0,3.0,24.0,Hombre,16.0,Superior,45.0,Hombre,8.0,Básica o menos,Movilidad Ascendente,1480232.0,370058.0,Q3,NSE medio,Urbano,Pobre extremo,4
1066803.0,3.0,19.0,Hombre,12.0,Media,49.0,Hombre,12.0,Media,Reproducción,1032989.0,258247.25,Q2,NSE medio,Urbano,Pobre extremo,4
1066805.0,3.0,40.0,Hombre,10.0,Media,55.0,Hombre,3.0,Básica o menos,Movilidad Ascendente,1500000.0,300000.0,Q3,NSE medio,Urbano,Pobre extremo,5
1066805.0,4.0,38.0,Hombre,12.0,Media,55.0,Hombre,3.0,Básica o menos,Movilidad Ascendente,1500000.0,300000.0,Q3,NSE medio,Urbano,Pobre extremo,5
1066805.0,6.0,35.0,Mujer,12.0,Media,55.0,Hombre,3.0,Básica o menos,Movilidad Ascendente,1500000.0,300000.0,Q3,NSE medio,Urbano,Pobre extremo,5
1069001.0,3.0,21.0,Mujer,15.0,Superior,48.0,Hombre,12.0,Media,Movilidad Ascendente,1514167.0,504722.3333333333,Q3,NSE medio,Rural,Pobre extremo,3
1069002.0,2.0,24.0,Mujer,12.0,Media,58.0,Hombre,8.0,Básica o menos,Movilidad Ascendente,952000.0,190400.0,Q2,NSE bajo,Rural,Pobre extremo,5
1069002.0,3.0,22.0,Hombre,12.0,Media,58.0,Hombre,8.0,Básica o menos,Movilidad Ascendente,952000.0,190400.0,Q2,NSE bajo,Rural,Pobre extremo,5
1069005.0,2.0,26.0,Hombre,0.0,Básica o menos,53.0,Hombre,9.0,Media,Movilidad Descendente,120000.0,60000.0,Q1 (Más pobre),NSE bajo,Rural,No pobre,2
1069009.0,2.0,20.0,Hombre,14.0,Superior,54.0,Mujer,12.0,Media,Movilidad Ascendente,941799.0,313933.0,Q2,NSE medio,Rural,Pobre extremo,3
1070604.0,2.0,23.0,Mujer,12.0,Media,57.0,Mujer,11.0,Media,Reproducción,799500.0,399750.0,Q1 (Más pobre),NSE bajo,Urbano,Pobre extremo,2
1070607.0,2.0,33.0,Mujer,16.0,Superior,62.0,Mujer,15.0,Superior,Reproducción,1935117.0,645039.0,Q4,NSE alto,Urbano,Pobre extremo,3
1074605.0,3.0,20.0,Mujer,15.0,Superior,53.0,Mujer,12.0,Media,Movilidad Ascendente,1233000.0,308250.0,Q2,NSE medio,Urbano,Pobre extremo,4
1076402.0,3.0,24.0,Hombre,12.0,Media,43.0,Hombre,12.0,Media,Reproducción,1681667.0,420416.75,Q3,NSE medio,Urbano,Pobre extremo,4
1076406.0,4.0,39.0,Hombre,15.0,Superior,64.0,Hombre,12.0,Media,Movilidad Ascendente,2492857.0,356122.4285714286,Q4,NSE bajo,Urbano,Pobre extremo,7
1076406.0,5.0,33.0,Hombre,17.0,Superior,64.0,Hombre,12.0,Media,Movilidad Ascendente,2492857.0,356122.4285714286,Q4,NSE bajo,Urbano,Pobre extremo,7
1077001.0,3.0,21.0,Hombre,0.0,Básica o menos,38.0,Mujer,12.0,Media,Movilidad Descendente,1143935.0,285983.75,Q2,NSE medio,Urbano,Pobre extremo,4
1077006.0,3.0,36.0,Mujer,12.0,Media,65.0,Hombre,4.0,Básica o menos,Movilidad Ascendente,985000.0,197000.0,Q2,NSE bajo,Urbano,Pobre extremo,5
1078601.0,3.0,24.0,Mujer,0.0,Básica o menos,47.0,Hombre,13.0,Media,Movilidad Descendente,8763333.0,2190833.25,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,4
1078601.0,4.0,22.0,Hombre,14.0,Superior,47.0,Hombre,13.0,Media,Movilidad Ascendente,8763333.0,2190833.25,Q5 (Más rico),NSE alto,Urbano,Pobre extremo,4
1078602.0,2.0,18.0,Hombre,12.0,Media,44.0,Mujer,17.0,Superior,Movilidad Descendente,1600000.0,400000.0,Q3,NSE medio,Urbano,Pobre extremo,4
1078604.0,2.0,24.0,Hombre,13.0,Superior,42.0,Mujer,12.0,Media,Movilidad Ascendente,1850000.0,462500.0,Q4,NSE bajo,Urbano,Pobre extremo,4
1078604.0,3.0,20.0,Hombre,11.0,Media,42.0,Mujer,12.0,Media,Reproducción,1850000.0,462500.0,Q4,NSE bajo,Urbano,Pobre extremo,4
1078605.0,2.0,19.0,Hombre,12.0,Media,44.0,Mujer,12.0,Media,Reproducción,1277333.0,425777.6666666667,Q2,NSE medio,Urbano,Pobre extremo,3
1078607.0,1.0,27.0,Mujer,16.0,Superior,50.0,Mujer,12.0,Media,Movilidad Ascendente,1013333.0,506666.5,Q2,NSE medio,Urbano,Pobre extremo,2
1080202.0,2.0,23.0,Hombre,15.0,Superior,50.0,Mujer,12.0,Media,Movilidad Ascendente,995896.0,248974.0,Q2,NSE medio,Urbano,Pobre extremo,4
1080204.0,1.0,22.0,Mujer,16.0,Superior,45.0,Mujer,12.0,Media,Movilidad Ascendente,800000.0,266666.6666666667,Q1 (Más pobre),NSE bajo,Urbano,Pobre extremo,3
1080204.0,2.0,18.0,Mujer,12.0,Media,45.0,Mujer,12.0,Media,Reproducción,800000.0,266666.6666666667,Q1 (Más pobre),NSE bajo,Urbano,Pobre extremo,3
1081806.0,3.0,20.0,Hombre,14.0,Superior,51.0,Mujer,12.0,Media,Movilidad Ascendente,1600000.0,400000.0,Q3,NSE medio,Urbano,Pobre extremo,4
